Lista_Unique_identifiers,Summary_EN,Summary_ES
123133,"Coadministration has not been studied, but based on metabolism and clearance a clinically significant interaction is unlikely. Cyclophosphamide is activated (major pathway) to 4-hydroxycyclophosphamide by CYPs 2B6 (major), 2C9 and 3A4. Inactivation (minor, 10%) to the neurotoxic chloroacetaldehyde metabolite is performed mainly by CYP3A4. Cabotegravir and rilpivirine do not inhibit or induce CYP enzymes at clinically relevant concentrations.",""
123135,Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Cyproterone acetate is metabolized by CYP3A4. Cabotegravir was shown to have no effect on midazolam (a sensitive CYP3A4 substrate) in healthy subjects. Rilpivirine does not inhibit or induce CYP3A4 at clinically relevant concentrations.,""
123136,"Coadministration has not been studied, but based on metabolism and clearance a clinically significant interaction is unlikely. Cytarabine is metabolized by cytidine deaminase. Cabotegravir and rilpivirine do not interfere with this metabolic pathway.",""
123137,"Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely with intramuscular cabotegravir and rilpivirine. The prodrug of dabigatran is a substrate of P-gp. Cabotegravir does not inhibit P-gp at clinically relevant concentrations. Although oral administration of rilpivirine may increase dabigatran absorption due to intestinal P-gp inhibition, there is no such interaction when rilpivirine is administered intramuscularly. ",""
123138,"Coadministration has not been studied, but based on metabolism and clearance a clinically significant interaction is unlikely. Dacarbazine is activated to MTIC primarily via CYP1A2 and to a lesser extent by CYP2E1, with CYP1A1 having a role in extrahepatic metabolism. Cabotegravir and rilpivirine do not inhibit or induce CYP enzymes at clinically relevant concentrations.",""
123139,"Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Daclatasvir is partly metabolized by CYP3A4 and is eliminated for a large part unchanged in the bile. Cabotegravir was shown to have no impact on midazolam (a sensitive CYP3A4 substrate) in healthy volunteers. Likewise, rilpivirine does not inhibit or induce CYP3A4.",""
123141,Coadministration has not been studied but a clinically significant interaction is unlikely. Dalteparin is excreted largely unchanged by the kidneys.,""
123142,Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Dapagliflozin is primarily metabolised by UGT1A9. Cabotegravir and rilpivirine do not inhibit or induce UGT enzymes at clinically relevant concentrations.,""
123143,"Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Dapsone is mainly metabolized by N-acetylation with a component of N-hydroxylation, and is via multiple CYP P450 enzymes. Cabotegravir and rilpivirine do not inhibit or induce CYP enzymes at clinically relevant concentrations.",""
123144,Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Darifenacin is metabolized by CYP3A4 and CYP2D6. Cabotegravir and rilpivirine do not inhibit or induce CYP enzymes at clinically relevant concentrations.,""
123148,"Coadministration has not been studied, but based on metabolism and clearance a pharmacokinetic interaction is unlikely. Dasatinib is metabolized by CYP3A4 and is a weak inhibitor of this enzyme. No effect is expected on cabotegravir as it mainly metabolized by UGT1A1 and to a lesser extent by UGT1A9. Dasatinib could increase rilpivirine exposure but not to an extent that is considered to be clinically relevant. Rilpivirine has been associated with prolongation of the QTc interval at supra-therapeutic doses, but equivalent rilpivirine concentrations are unlikely to occur with dasatinib. However, the product label for Cabenuva indicates that rilpivirine should be used with caution in combination with drugs with a known risk of Torsade de Pointes. ",""
123149,"Coadministration has not been studied but based on metabolism and clearance a pharmacokinetic is unlikely. An in vitro study has shown that daunorubicin was able to inhibit metabolism mediated by CYP3A4, but was unlikely to cause clinically significant drug interactions via this mechanism. However, damage to the myocardium is one of the major risks of daunorubicin treatment and may include: dose-independent supraventricular arrhythmias (sinus tachycardia, premature ventricular contractions, AV-block) and/or non-specific ECG abnormalities. Use with caution.",""
123150,"Coadministration has not been studied but based on metabolism and clearance a pharmacokinetic interaction is unlikely. Delamanid is primarily metabolised by albumin to DM-6705; metabolism of DM-6705 to other metabolites is thought to involve pathways mediated by CYP enzymes, including CYP3A4. Cabotegravir and rilpivirine do not inhibit or induce CYP enzymes at clinically relevant concentrations. However, QTc prolongation has been reported with delamanid (and is very closely correlated with the metabolite DM-6705). Rilpivirine has been associated with prolongation of the QTc interval at supra-therapeutic doses but these are unlikely to occur when coadministered with delamanid. However, the product label for Cabenuva indicates that rilpivirine should be used with caution in combination with drugs with a known risk of Torsade de Pointes.",""
123153,"Coadministration has not been studied but based on metabolism and clearance a pharmacokinetic interaction is unlikely. Desipramine is metabolized by CYP2D6. Cabotegravir and rilpivirine do not inhibit or induce CYP enzymes at clinically relevant concentrations. Rilpivirine has been associated with prolongation of the QTc interval at supra-therapeutic doses, but equivalent rilpivirine concentrations are unlikely to occur with desipramine. However, the product label for Cabenuva indicates that rilpivirine should be used with caution in combination with drugs with a known risk of Torsade de Pointes.",""
123154,"Coadministration with a desogestrel-containing combined oral contraceptive (COC) has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Desogestrel is a prodrug that is activated to etonogestrel by CYP2C9 (and possible CYP2C19) which is then metabolised by CYP3A4. Ethinylestradiol is metabolized by hydroxylation and glucuronidation. Coadministration of oral cabotegravir (30 mg once daily) with ethinylestradiol (0.03 mg) + levonorgestrel (0.15 mg) did not significantly affect the hormones levels. Similarly, intramuscular cabotegravir is unlikely to alter ethinylestradiol and desogestrel exposures. Similarly, no interaction is expected with intramuscular rilpivirine.",""
123155,Coadministration with a desogestrel-containing progestogen-only pill (POP) has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Desogestrel is a prodrug that is activated to etonogestrel by CYP2C9 (and possible CYP2C19) which is then metabolised by CYP3A4. Cabotegravir and rilpivirine do not inhibit or induce CYP enzymes at clinically relevant concentrations.,""
123156,Coadministration is contraindicated with systemic dexamethasone (except as a single dose) as significant decreases in rilpivirine plasma concentrations may occur. No significant effect is expected on cabotegravir as indicated by a drug-drug interaction study with rifabutin (a moderate inducer).,""
