Unique_identifier,Primary_drug_id,Primary_Drug,drug_trade_names,drug_class_name,co_drug_id,Comedication,co_drug_trade_names,co_drug_class_name,Evidence_Grade,Interaction_Status,Interaction_Status_color,site_type,Last_updated,Description,Resumo,created_at,updated_at
118579,2847,Albuvirtide,Aikening,Antiretrovirals (Fusion Inhibitors),2463,Medroxyprogesterone (oral),"Climanor, Provera, Indivina, Tridestra, Ralovera, Medroxy, Prodafem",Contraceptives/HRT,Very Low,No clinically significant interaction expected,Green,hiv,"August 30, 2019 8:33",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, bem como em dados limitados de interação entre medicamentos, é pouco provável uma interação clinicamente significativa. A medroxiprogesterona é metabolizada pela CYP3A4. O albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes. Estudos in vitro de microssomal humano e dados limitados de interação entre medicamentos, in vivo, indicam que o albuvirtide não tem propriedades inibidoras ou indutoras sobre as enzimas do P450.",2020-03-06 13:29:00,NULL
118580,2847,Albuvirtide,Aikening,Antiretrovirals (Fusion Inhibitors),2657,Norelgestromin (patch),"Evra, Xulane ",Contraceptives/HRT,Very Low,No clinically significant interaction expected,Green,hiv,"August 30, 2019 8:33",(See Summary),"A coadministração com liberação transdérmica de norelgestromina + etinilestradiol não foi estudada, mas com base no metabolismo e no clearance, bem como em dados limitados de interação entre medicamentos, é pouco provável uma interação clinicamente significativa. A norelgestromina é metabolizada formando norgestrel (possivelmente por mediação da CYP3A4). O albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes. Estudos in vitro de microssomal humano e dados limitados de interação entre medicamentos, in vivo, indicam que o albuvirtide não tem propriedades inibidoras ou indutoras sobre as enzimas do P450.",2020-03-06 13:29:00,NULL
118581,2847,Albuvirtide,Aikening,Antiretrovirals (Fusion Inhibitors),2658,Norethisterone [Norethindrone] (COC),"Leena, Alyacen 1/35, Alyacen 7/7/7, Aranelle, Balziva, Binovum, Brevicon, Brevinor, Briellyn, Cyclafem, Cyonanz, Improvil, Junel, Larin, Loestrin, Loestrin 1.5/30, Lolo, Microgestin, Minestrin, Modicon, Necon 0.5/35, Necon 1/35, Necon 10/11, NEE 1/35, Norimin, Norinyl 1 + 35, Norinyl-1/28, Nortrel, Nylia 1/35, Nylia 7/7/7, Ortho 0.5/35, Ortho 1/35, Ortho 7/7/7, Ortho-Novum 1/35, Ortho-Novum 7/7/7, Ovysmen, Pirmella 1/35, Pirmella 7/7/7, Select 1/35, Synphase, Synphasic, Tri-Norinyl, Trinovum, Vyfemla, Zenchent",Contraceptives/HRT,Very Low,No clinically significant interaction expected,Green,hiv,"August 30, 2019 8:33",(See Summary),"A coadministração com um contraceptivo oral combinado (COC) contendo noretisterona e mestranol ou etinilestradiol não foi estudada, mas com base no metabolismo e no clearance, bem como em dados limitados de interação entre medicamentos, é pouco provável uma interação clinicamente significativa. A noretisterona é metabolizada pela CYP3A4, mas também por glucuronidação. O albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes. Estudos in vitro de microssomal humano e dados limitados de interação entre medicamentos, in vivo, indicam que o albuvirtide não tem propriedades inibidoras ou indutoras sobre as enzimas do P450.",2020-03-06 13:29:00,NULL
118582,2847,Albuvirtide,Aikening,Antiretrovirals (Fusion Inhibitors),2661,Norethisterone [Norethindrone] (HRT),"Fyavolv, Activella, Activelle, Amabelz, Jinteli, Climagest, Clinorette, Elleste Duet Conti, Kliogest, Elleste-Duet, Estalis, Estalis Continuous, Kliogest N, Estranor, Estro-Pause N, Evorel Conti, Kliovance, Lopreeza, Mimvey, Novofem, Nuvelle Continuous, Sequidot, Systen Conti, Trisequens",Contraceptives/HRT,Very Low,No clinically significant interaction expected,Green,hiv,"August 30, 2019 8:33",(See Summary),"A coadministração com noretisterona como terapia de reposição hormonal (HRT) não foi estudada, mas com base no metabolismo e no clearance, bem como em dados limitados de interação entre medicamentos, é pouco provável uma interação clinicamente significativa. A noretisterona é metabolizada pela CYP3A4, mas também por glucuronidação. O albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes. Estudos in vitro de microssomal humano e dados limitados de interação entre medicamentos, in vivo, indicam que o albuvirtide não tem propriedades inibidoras ou indutoras sobre as enzimas do P450.",2020-03-06 13:29:00,NULL
118583,2847,Albuvirtide,Aikening,Antiretrovirals (Fusion Inhibitors),2660,Norethisterone [Norethindrone] (IM depot injection),Noristerat,Contraceptives/HRT,Very Low,No clinically significant interaction expected,Green,hiv,"August 30, 2019 8:33",(See Summary),"A coadministração com uma injeção intramuscular de liberação lenta de noretisterona não foi estudada, mas com base no metabolismo e no clearance, bem como em dados limitados de interação entre medicamentos, é pouco provável uma interação clinicamente significativa. A noretisterona é metabolizada pela CYP3A4, mas também por glucuronidação. O albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes. Estudos in vitro de microssomal humano e dados limitados de interação entre medicamentos, in vivo, indicam que o albuvirtide não tem propriedades inibidoras ou indutoras sobre as enzimas do P450.",2020-03-06 13:29:00,NULL
118584,2847,Albuvirtide,Aikening,Antiretrovirals (Fusion Inhibitors),2659,Norethisterone [Norethindrone] (POP),"Heather, Incassia, Jencycla, Jolivette, Locilan, Lyza, Micronor, Micro-Novum, Noriday, Nor-QD, Ortho Micronor, Camila, Errin",Contraceptives/HRT,Very Low,No clinically significant interaction expected,Green,hiv,"August 30, 2019 8:33",(See Summary),"A coadministração com uma pílula apenas de progestogênio (POP) com noretisterona não foi estudada, mas com base no metabolismo e no clearance, bem como em dados limitados de interação entre medicamentos, é pouco provável uma interação clinicamente significativa. A noretisterona é metabolizada pela CYP3A4, mas também por glucuronidação. O albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes. Estudos in vitro de microssomal humano e dados limitados de interação entre medicamentos, in vivo, indicam que o albuvirtide não tem propriedades inibidoras ou indutoras sobre as enzimas do P450.",2020-03-06 13:29:00,NULL
118585,2847,Albuvirtide,Aikening,Antiretrovirals (Fusion Inhibitors),2662,Norgestimate (COC),"Ortho Tri-Cyclen, Cilest, Tri-Lo-Estarylla, Cilique, Previfem, Cyclen, Estarylla, Tri-Cyclen, Lizinna, Sprintec, Mili, Ortho Cyclen, TriCilest, Tri-Estarylla, Tricira Lo, Tri-Lo-Mili, Tri-Linyah, Tri-Lo-Marzia, Tri-Lo-Sprintec, Tri-Mili, TriNessa, Tri-Previfem, Tri-Sprintec ",Contraceptives/HRT,Very Low,No clinically significant interaction expected,Green,hiv,"August 30, 2019 8:33",(See Summary),"A coadministração com um contraceptivo oral combinado (COC) contendo norgestimato não foi estudada, mas com base no metabolismo e no clearance, bem como em dados limitados de interação entre medicamentos, é pouco provável uma interação clinicamente significativa. O norgestimato é desacetilado formando o metabólito ativo, a norelgestromina, que é então metabolizada formando norgestrel, possivelmente por mediação da CYP3A4. O albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes. Estudos in vitro de microssomal humano e dados limitados de interação entre medicamentos, in vivo, indicam que o albuvirtide não tem propriedades inibidoras ou indutoras sobre as enzimas do P450.",2020-03-06 13:29:00,NULL
118586,2847,Albuvirtide,Aikening,Antiretrovirals (Fusion Inhibitors),2663,Norgestrel (COC),"Low-Ogestrel, Cryselle, Ovral, Ogestrel (USA)",Contraceptives/HRT,Very Low,No clinically significant interaction expected,Green,hiv,"August 30, 2019 8:33",(See Summary),"A coadministração com um contraceptivo oral combinado (COC) contendo norgestrel/etinilestradiol não foi estudada, mas com base no metabolismo e no clearance, bem como em dados limitados de interação entre medicamentos, é pouco provável uma interação clinicamente significativa. O norgestrel é uma mistura racémica com levonorgestrel, que é biologicamente ativo. O levonorgestrel é metabolizado pela CYP3A4 e é glucuronidado em menor grau. O albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes. Estudos in vitro de microssomal humano e dados limitados de interação entre medicamentos, in vivo, indicam que o albuvirtide não tem propriedades inibidoras ou indutoras sobre as enzimas do P450.",2020-03-06 13:29:00,NULL
118587,2847,Albuvirtide,Aikening,Antiretrovirals (Fusion Inhibitors),2664,Norgestrel (HRT),"Cyclacur, Postoval",Contraceptives/HRT,Very Low,No clinically significant interaction expected,Green,hiv,"August 30, 2019 8:33",(See Summary),"A coadministração com norgestrel como terapia de reposição hormonal (HRT) não foi estudada, mas com base no metabolismo e no clearance, bem como em dados limitados de interação entre medicamentos, é pouco provável uma interação clinicamente significativa. O norgestrel é uma mistura racémica com levonorgestrel, que é biologicamente ativo. O levonorgestrel é metabolizado pela CYP3A4 e é glucuronidado em menor grau. O albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes. Estudos in vitro de microssomal humano e dados limitados de interação entre medicamentos, in vivo, indicam que o albuvirtide não tem propriedades inibidoras ou indutoras sobre as enzimas do P450.",2020-03-06 13:29:00,NULL
118588,2847,Albuvirtide,Aikening,Antiretrovirals (Fusion Inhibitors),2468,Ulipristal,"ellaOne, Ella",Contraceptives/HRT,Very Low,No clinically significant interaction expected,Green,hiv,"August 30, 2019 8:33",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, bem como em dados limitados de interação entre medicamentos, é pouco provável uma interação clinicamente significativa. O ulipristal é principalmente metabolizado pela CYP3A4. O albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes. Estudos in vitro de microssomal humano e dados limitados de interação entre medicamentos, in vivo, indicam que o albuvirtide não tem propriedades inibidoras ou indutoras sobre as enzimas do P450.",2020-03-06 13:29:00,NULL
118589,2847,Albuvirtide,Aikening,Antiretrovirals (Fusion Inhibitors),2823,Avanafil,"Stendra, Spedra",Erectile Dysfunctional Agents,Very Low,No clinically significant interaction expected,Green,hiv,"August 30, 2019 8:33",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, bem como em dados limitados de interação entre medicamentos, é pouco provável uma interação clinicamente significativa. O avanafil é essencialmente metabolizado pela CYP3A4. O albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes. Estudos in vitro de microssomal humano e dados limitados de interação entre medicamentos, in vivo, indicam que o albuvirtide não tem propriedades inibidoras ou indutoras sobre as enzimas do P450.",2020-03-06 13:29:00,NULL
118590,2847,Albuvirtide,Aikening,Antiretrovirals (Fusion Inhibitors),2164,Sildenafil (Erectile Dysfunction),"Viagra, Vizarsin",Erectile Dysfunctional Agents,Very Low,No clinically significant interaction expected,Green,hiv,"August 30, 2019 8:33",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, bem como em dados limitados de interação entre medicamentos, é pouco provável uma interação clinicamente significativa. O sildenafil é metabolizado pela CYP3A4. O albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes. Estudos in vitro de microssomal humano e dados limitados de interação entre medicamentos, in vivo, indicam que o albuvirtide não tem propriedades inibidoras ou indutoras sobre as enzimas do P450.",2020-03-06 13:29:00,NULL
118591,2847,Albuvirtide,Aikening,Antiretrovirals (Fusion Inhibitors),2165,Tadalafil (Erectile Dysfunction),Cialis,Erectile Dysfunctional Agents,Very Low,No clinically significant interaction expected,Green,hiv,"August 30, 2019 8:33",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, bem como em dados limitados de interação entre medicamentos, é pouco provável uma interação clinicamente significativa. O tadalafil é metabolizado pela CYP3A4. O albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes. Estudos in vitro de microssomal humano e dados limitados de interação entre medicamentos, in vivo, indicam que o albuvirtide não tem propriedades inibidoras ou indutoras sobre as enzimas do P450.",2020-03-06 13:29:00,NULL
118592,2847,Albuvirtide,Aikening,Antiretrovirals (Fusion Inhibitors),2166,Vardenafil (Erectile Dysfunction),"Levitra, Vivanza, Staxyn",Erectile Dysfunctional Agents,Very Low,No clinically significant interaction expected,Green,hiv,"August 30, 2019 8:33",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, bem como em dados limitados de interação entre medicamentos, é pouco provável uma interação clinicamente significativa. O vardenafil é metabolizado pela CYP3A4. O albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes. Estudos in vitro de microssomal humano e dados limitados de interação entre medicamentos, in vivo, indicam que o albuvirtide não tem propriedades inibidoras ou indutoras sobre as enzimas do P450.",2020-03-06 13:29:00,NULL
118593,2847,Albuvirtide,Aikening,Antiretrovirals (Fusion Inhibitors),2183,Alosetron,Lotronex,Gastrointestinal Agents,Very Low,No clinically significant interaction expected,Green,hiv,"August 30, 2019 8:33",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, bem como em dados limitados de interação entre medicamentos, é pouco provável uma interação clinicamente significativa. Dados in vitro indicam que o alosetron é metabolizado pelas CYPs 2C9, 3A4 e 1A2; entretanto, dados in vivo sugerem que a CYP1A2 tem uma função mais proeminente. O albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes. Estudos in vitro de microssomal humano e dados limitados de interação entre medicamentos, in vivo, indicam que o albuvirtide não tem propriedades inibidoras ou indutoras sobre as enzimas do P450.",2020-03-06 13:29:00,NULL
